,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID,SourceID,BatchID,Duration.days,PondID,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.demand.g.N.g.AFDW,NH4.demand.g.N.g.AFDW,P.demand.g.P.g.AFDW,SiteID2,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s)
11380,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,16.19,21.5,10.0,53098.34,9.67,123.48,35.0,
11381,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,26.53,44.9,19.3,46079.23,7.82,116.73,30.02,
11382,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,28.85,34.7,23.6,53719.52,9.52,155.32,35.36,
11383,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,27.69,33.5,23.1,50973.96,9.08,142.15,33.37,
11384,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,,,,51160.73,0.0,0.0,33.27,
11385,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,,,,49191.57,0.0,0.0,31.94,
11386,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,,,,47264.47,0.0,0.0,30.58,
11387,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,,,,47665.12,0.0,0.0,30.89,
11388,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,28.53,35.73,23.7,55079.5,7.89,126.41,36.39,
11389,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,27.95,33.52,23.92,54446.72,6.63,104.42,36.05,
11390,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,26.73,35.79,22.69,32202.69,7.25,106.29,21.13,
11391,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,27.85,33.78,23.73,51661.21,6.08,95.31,33.87,
11392,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,26.31,31.04,21.83,53696.07,8.23,125.91,35.43,
11393,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,26.81,32.24,22.44,53444.21,8.69,134.38,35.22,
11394,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,20.37,27.4,13.7,49589.08,8.62,118.17,32.46,
11395,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,8.16,12.2,4.4,53425.04,9.5,101.12,34.84,
11396,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,27.71,32.6,23.2,45977.91,6.53,99.25,29.73,
11397,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,25.07,28.1,22.6,38822.41,6.97,97.9,24.69,
11398,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,26.62,32.2,24.0,46649.46,7.96,119.05,30.28,
11399,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,27.24,31.8,23.7,53359.03,8.21,127.19,35.14,
11400,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,28.85,33.8,25.6,54187.78,7.49,119.92,35.72,
11401,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,16.08,41.4,8.8,47684.15,12.82,155.84,31.36,
11402,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,16.44,21.8,10.9,52796.81,8.75,111.14,34.81,
11403,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,13.33,18.1,8.9,53228.59,9.06,108.18,35.04,
11404,38.57,11.98,10.07,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P4,2014-10-06,"3x, 0.214",3.0,4.0,512.5,0.161111111,82.56944444,24.6,0.14,7.84,44.2,12.0,71.67,2.13,5.97,0.02,26.58,894.0,0.16,5.1,0.16,7.27,2.1,0.39,0.74,0.138,,0.012,GT,10.92,16.3,6.5,49616.35,9.24,102.72,32.28,
11457,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,21.47,27.4,15.9,53708.77,9.18,129.32,35.51,
11458,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,20.43,21.4,19.6,49560.49,7.78,104.53,32.48,
11459,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,17.68,30.8,11.0,50453.91,8.27,107.0,33.2,
11460,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,17.32,19.6,14.9,55422.2,8.26,107.57,36.81,
11461,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,21.28,27.8,14.9,55315.89,9.09,128.9,36.7,
11462,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,17.29,23.2,12.0,54761.54,9.67,127.19,36.28,
11463,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,20.75,27.8,13.1,53211.91,8.52,118.6,35.12,
11464,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,19.12,26.0,13.5,55017.9,8.53,116.7,36.49,
11465,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,17.82,25.1,11.0,54658.16,8.1,107.99,36.18,
11466,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,19.63,23.2,17.5,53418.61,6.2,83.0,35.33,
11467,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,,,,53377.0,2.94,71.36,19.28,
11468,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,26.04,31.5,21.5,56981.11,7.25,112.47,37.88,
11469,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,24.6,30.6,19.1,52314.48,7.8,116.15,34.43,
11470,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,24.61,27.98,21.63,53665.39,8.28,123.03,35.45,
11471,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,25.95,31.28,23.9,1050.1,5.55,68.6,0.52,
11472,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,27.05,30.47,24.04,1139.33,5.22,65.86,0.56,
11473,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,22.35,27.47,18.96,51918.63,9.67,136.95,34.19,
11474,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,14.83,17.3,13.3,59374.7,8.0,100.53,39.71,
11475,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,19.23,22.9,16.6,52256.74,10.55,141.92,34.46,
11476,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,18.69,22.9,16.0,52923.68,9.57,127.67,34.95,
11477,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,16.26,20.4,13.4,52519.34,10.24,129.68,34.63,
11478,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,17.24,22.0,13.8,54268.31,10.13,131.93,35.93,
11479,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,18.14,25.3,11.3,57.31,11.16,148.18,38.15,
11480,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,18.33,24.6,12.8,57.24,10.66,143.05,38.13,
11481,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,17.08,23.2,12.9,56.44,10.44,136.85,37.53,
11482,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,5.31,15.0,-0.1,54.32,21.47,225.65,51.86,
11483,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,-0.1,-0.1,-0.1,47.38,25.4,259.11,63.86,
11484,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,15.07,22.0,9.6,53.74,9.97,124.79,35.45,
11485,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,13.74,16.7,11.7,52.09,9.25,111.04,34.24,
11486,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,15.64,21.3,10.1,54.49,10.32,130.95,36.03,
11487,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,17.77,23.1,13.8,54.52,10.23,135.98,36.12,
11488,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,15.24,22.5,9.0,55.53,10.03,127.02,36.76,
11489,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,17.12,24.5,10.5,54.75,9.52,124.64,36.23,
11490,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,18.92,26.7,11.5,54.91,9.37,126.74,36.36,
11491,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,16.14,22.2,10.3,50.67,9.17,115.27,33.22,0.0
11492,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,18.47,25.8,12.1,56085.14,8.11,108.48,37.25,
11493,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,17.23,23.3,13.4,56304.78,7.95,104.02,37.44,
11494,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,18.47,24.4,14.4,52591.1,9.96,132.6,34.68,
11495,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,20.32,23.2,18.4,44006.3,8.8,115.52,28.45,203.61
11496,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,19.98,21.7,18.3,44937.63,8.38,109.55,29.12,131.22
11497,42.71,11.69,9.32,APR032014,KA32,KA32_04072014_Pooled,KA32_04072014_FAMiniponds,13.75,P1,2014-04-21,"3x, 0.11",13.75,1.0,631.4,0.441111111,278.51755560000004,29.0,0.56,7.94,29.3,16.6,72.0,,11.9,,13.4,505.0,0.49,0.39,0.44,0.44,10.79,1.6,0.29,,,,FA,23.21,27.2,19.7,34988.1,8.77,117.25,22.04,346.9
